Cost_Center_ID,Cost_Center_Code,Cost_Center_Name,Department,Parent_Cost_Center,Manager_ID,Plant,Area,Budget_Type,Annual_Budget_USD,Currency,Start_Date,End_Date,Status,Notes
CC-00978,CC-HR-978,Human Resources Cost Center 978,Human Resources,CC-00008,EMP-000978,Plant-01,Packaging,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00979,CC-FIN-979,Finance Cost Center 979,Finance,CC-00009,EMP-000979,Plant-01,Utilities,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00980,CC-ENG-980,Engineering Cost Center 980,Engineering,CC-00010,EMP-000980,Plant-01,Administration,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00981,CC-MNT-981,Maintenance Cost Center 981,Maintenance,CC-00001,EMP-000981,Plant-01,Roasting,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00982,CC-PRD-982,Production Cost Center 982,Production,CC-00002,EMP-000982,Plant-01,Mixing,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00983,CC-QLT-983,Quality Cost Center 983,Quality,CC-00003,EMP-000983,Plant-01,Refining,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00984,CC-WHS-984,Warehouse Cost Center 984,Warehouse,CC-00004,EMP-000984,Plant-01,Conching,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00985,CC-SCM-985,Supply Chain Cost Center 985,Supply Chain,CC-00005,EMP-000985,Plant-01,Tempering,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00986,CC-UTL-986,Utilities Cost Center 986,Utilities,CC-00006,EMP-000986,Plant-01,Molding,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00987,CC-SLS-987,Sales Cost Center 987,Sales,CC-00007,EMP-000987,Plant-01,Cooling,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00988,CC-HR-988,Human Resources Cost Center 988,Human Resources,CC-00008,EMP-000988,Plant-01,Packaging,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00989,CC-FIN-989,Finance Cost Center 989,Finance,CC-00009,EMP-000989,Plant-01,Utilities,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00990,CC-ENG-990,Engineering Cost Center 990,Engineering,CC-00010,EMP-000990,Plant-01,Administration,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00991,CC-MNT-991,Maintenance Cost Center 991,Maintenance,CC-00001,EMP-000991,Plant-01,Roasting,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00992,CC-PRD-992,Production Cost Center 992,Production,CC-00002,EMP-000992,Plant-01,Mixing,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00993,CC-QLT-993,Quality Cost Center 993,Quality,CC-00003,EMP-000993,Plant-01,Refining,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00994,CC-WHS-994,Warehouse Cost Center 994,Warehouse,CC-00004,EMP-000994,Plant-01,Conching,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00995,CC-SCM-995,Supply Chain Cost Center 995,Supply Chain,CC-00005,EMP-000995,Plant-01,Tempering,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00996,CC-UTL-996,Utilities Cost Center 996,Utilities,CC-00006,EMP-000996,Plant-01,Molding,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00997,CC-SLS-997,Sales Cost Center 997,Sales,CC-00007,EMP-000997,Plant-01,Cooling,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00998,CC-HR-998,Human Resources Cost Center 998,Human Resources,CC-00008,EMP-000998,Plant-01,Packaging,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00999,CC-FIN-999,Finance Cost Center 999,Finance,CC-00009,EMP-000999,Plant-01,Utilities,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-01000,CC-ENG-1000,Engineering Cost Center 1000,Engineering,CC-00010,EMP-001000,Plant-01,Administration,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
